,﻿Номер поручения,Заказчик,Дата поручения,Выполнено,Дата выполнения,Затрачено дней,Сумма вознаграждения,Описание,Номер поручения,group,Герой,Оценка за качество,Оценка по срокам,Оценка за вежливость
296,11496,Олег,1052-10-03 00:00:00,да,1052-11-25,7.0,9000,В лесу между городом и деревней видели монстров. Нужно победить их.,11496,0,Юлия,3,3,4
297,11456,Анна,1052-10-07 00:00:00,да,1052-11-02,7.0,10000,В городе у меня была украдена сумка с документами. Нужно вернуть её как можно скорее.,11456,1,Бендер,3,3,4
298,11280,Надя,1052-10-13 00:00:00,да,1052-10-26,1.0,24500,В лесу по дороге от пещеры монстры нападают на людей. Нужно уничтожить их.,11280,0,Синеглазый,5,4,4
299,11338,Татьяна,1052-10-16 00:00:00,да,1052-12-13,9.0,17000,В городе у меня пропал рюкзак. Нужно вернуть его как можно скорее.,11338,1,Юлия,3,3,5
300,11498,Мария,1052-10-18 00:00:00,да,1052-12-16,2.0,28000,В лесу около деревни разбойники нападают на людей. Нужно прогнать их.,11498,0,Мартин,4,4,4
301,11009,Татьяна,1052-10-19 00:00:00,да,1052-12-13,2.0,28500,В пещере появвилось огромное каменное чудовище. Нужно убить его.,11009,0,Пастушок,2,4,5
302,11215,Эмилио,1052-10-19 00:00:00,да,1052-11-05,9.0,29000,"В деревне у меня была украдена сумка с документами. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.",11215,1,Мартин,3,3,3
303,11340,Влад,1052-10-20 00:00:00,да,1052-11-05,9.0,25000,В городе у меня пропала драгоценность. Нужно найти её как можно скорее.,11340,1,Фредерик,3,4,3
304,11093,Егор,1052-10-28 00:00:00,да,1052-11-04,6.0,24500,В лесу между городом и деревней монстры нападают на людей. Нужно победить их.,11093,0,Глюкоза,3,3,5
305,11373,Бьянка,1052-11-01 00:00:00,да,1052-12-31,7.0,18500,"В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.",11373,3,Альфред,5,4,2
306,11211,Бьянка,1052-11-02 00:00:00,да,1052-12-13,8.0,22000,"В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.",11211,3,Альфред,4,4,4
307,11153,Влад,1052-11-04 00:00:00,да,1052-11-22,4.0,17000,В пещере появвилось огромное каменное чудовище. Нужно убить его.,11153,0,Юлия,4,3,5
308,11025,Эмилио,1052-11-06 00:00:00,да,1052-12-31,1.0,24000,В деревне у меня была украдена сумка с документами. Нужно вернуть её как можно скорее.,11025,1,Глюкоза,4,5,4
309,11061,Роман,1052-11-10 00:00:00,да,1052-12-09,10.0,25500,В пещере завёлся дракон. Нужно его уничтожить.,11061,0,Глюкоза,4,4,4
310,11239,Татьяна,1052-11-14 00:00:00,да,1052-11-20,1.0,9500,"В лесу по дороге от пещеры звери нападают на людей. Нужно убить их. Осмотрите все возможные укрытия, чтобы найти зверей.",11239,4,Юлия,3,4,5
311,11414,Влад,1052-11-15 00:00:00,да,1052-12-18,4.0,9000,"Недалеко от города у меня был украден рюкзак. Нужно найти его как можно скорее. Проверьте все места, где он мог быть оставлен.",11414,1,Фредерик,5,4,4
312,11478,Чарли,1052-11-16 00:00:00,да,1052-11-27,10.0,24000,"В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.",11478,3,Соня,5,3,5
313,11442,Мария,1052-11-17 00:00:00,да,1053-01-16,3.0,28000,"Недалеко от города монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11442,2,Юлия,4,5,4
314,11399,Бабушка Синь,1052-11-19 00:00:00,да,1052-12-01,5.0,6000,В пещере завёлся дракон. Нужно его уничтожить.,11399,0,Фредерик,5,3,4
315,11304,Роман,1052-11-21 00:00:00,да,1053-01-06,6.0,22000,В лесу между городом и деревней заметили разбойников. Нужно проучить их.,11304,0,Бендер,5,4,5
316,11243,Иван,1052-11-22 00:00:00,да,1053-01-15,7.0,8000,В деревне у меня потерялся рюкзак. Нужно вернуть его как можно скорее.,11243,1,Синеглазый,4,3,4
317,11295,Чарли,1052-11-23 00:00:00,да,1053-01-16,7.0,15500,В пещере завёлся дракон. Нужно его уничтожить.,11295,0,Бендер,5,4,4
318,11094,Леонтия,1052-11-23 00:00:00,да,1053-01-09,2.0,17500,"По дороге из деревни монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11094,2,Синеглазый,5,3,4
319,11201,Чарли,1052-11-23 00:00:00,да,1053-01-22,10.0,29000,В лесу около деревни были замечены разбойники. Нужно проучить их.,11201,0,Синеглазый,4,4,3
320,11003,Бьянка,1052-11-24 00:00:00,да,1052-12-02,5.0,5500,"Недалеко от города видели монстров. Нужно победить их. Будьте осторожны, так как монстры могут быть опасными.",11003,3,Бендер,2,4,3
321,11220,Влад,1052-11-25 00:00:00,да,1052-12-25,1.0,28000,В лесу недалеко от города встречаются звери. Нужно убить их.,11220,0,Альфред,4,5,4
322,11123,Татьяна,1052-12-02 00:00:00,да,1053-01-20,6.0,12500,В деревне монстры похитили путников. Нужно спасти их.,11123,2,Юлия,5,4,4
323,11230,Роман,1052-12-03 00:00:00,да,1052-12-20,7.0,10500,В городе у меня пропала драгоценность. Нужно найти её как можно скорее.,11230,1,Бенедикт,4,4,4
324,11389,Олег,1052-12-06 00:00:00,да,1053-01-24,8.0,15000,"В пещере завёлся дракон. Нужно его убить. Это может потребовать времени и усилий, так как дракон очень опасен.",11389,3,Пастушок,4,4,4
325,11323,Максимилиан,1052-12-07 00:00:00,да,1052-12-11,3.0,19000,"В пещере завёлся дракон. Нужно его убить. Это может потребовать времени и усилий, так как дракон очень опасен.",11323,3,Агата,4,5,4
326,11432,Чарли,1052-12-09 00:00:00,да,1052-12-23,9.0,25500,"По дороге из деревни были замечены разбойники. Нужно проучить их. Будьте осторожны, так как разбойники могут быть опасными.",11432,3,Леопольд,5,3,5
327,11347,Чарли,1052-12-09 00:00:00,да,1052-12-26,5.0,28000,В пещере появвилось огромное каменное чудовище. Нужно убить его.,11347,0,Леопольд,4,4,4
328,11049,Влад,1052-12-09 00:00:00,да,1052-12-26,4.0,25000,"В пещере появвилось огромное каменное чудовище. Нужно уничтожить его. Это может потребовать времени и усилий, так как огромное каменное чудовище очень опасен.",11049,3,Агата,5,5,4
329,11363,Бьянка,1052-12-10 00:00:00,да,1052-12-14,3.0,16500,В пещере завёлся дракон. Нужно его убить.,11363,0,Синеглазый,3,4,3
330,11130,Олег,1052-12-13 00:00:00,да,1052-12-19,1.0,16000,"Недалеко от города монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11130,2,Альфред,4,4,3
331,11210,Эмилио,1052-12-14 00:00:00,да,1052-12-20,3.0,5500,В лесу недалеко от города заметили разбойников. Нужно убить их.,11210,0,Агата,4,2,5
332,11366,Надя,1052-12-15 00:00:00,да,1053-02-09,9.0,13000,В лесу недалеко от города видели монстров. Нужно уничтожить их.,11366,0,Юлия,4,5,4
333,11163,Влад,1052-12-16 00:00:00,да,1052-12-27,5.0,16000,"В городе монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11163,2,Синеглазый,4,2,5
334,11397,Леонтия,1052-12-17 00:00:00,да,1053-01-28,7.0,15000,По дороге из деревни монстры похитили путников. Нужно спасти их.,11397,2,Юлия,4,4,4
335,11435,Эмилио,1052-12-17 00:00:00,да,1053-01-09,7.0,5500,Недалеко от города у меня была украдена сумка с документами. Нужно найти её как можно скорее.,11435,1,Агата,4,3,4
336,11488,Максимилиан,1052-12-17 00:00:00,да,1053-02-13,4.0,20500,"В лесу по дороге от пещеры встречаются звери. Нужно прогнать их. Осмотрите все возможные укрытия, чтобы найти зверей.",11488,4,Альфред,4,4,3
337,11206,Иван,1052-12-18 00:00:00,да,1052-12-25,1.0,9500,В городе у меня была украдена драгоценность. Нужно найти её как можно скорее.,11206,1,Синеглазый,5,4,3
338,11241,Максимилиан,1052-12-18 00:00:00,да,1053-01-28,4.0,15500,"В городе монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11241,2,Юлия,2,3,4
339,11436,Егор,1052-12-19 00:00:00,да,1052-12-31,7.0,28000,"В лесу недалеко от города заметили монстров. Нужно победить их. Осмотрите все возможные укрытия, чтобы найти монстров.",11436,4,Юлия,4,4,4
340,11317,Роман,1052-12-20 00:00:00,да,1053-01-14,8.0,21500,"Недалеко от города у меня был украден рюкзак. Нужно вернуть его как можно скорее. Проверьте все места, где он мог быть оставлен.",11317,1,Юлия,3,4,2
341,11034,Анна,1052-12-21 00:00:00,да,1053-01-02,6.0,13000,Недалеко от города у меня была украдена сумка с документами. Нужно вернуть её как можно скорее.,11034,1,Пастушок,5,5,4
342,11015,Анна,1052-12-25 00:00:00,да,1053-01-30,7.0,24500,"В лесу по дороге от пещеры заметили зверей. Нужно прогнать их. Осмотрите все возможные укрытия, чтобы найти зверей.",11015,4,Леопольд,4,5,4
343,11458,Максимилиан,1052-12-30 00:00:00,да,1053-01-02,2.0,28500,"В лесу между городом и деревней заметили разбойников. Нужно убить их. Будьте осторожны, так как разбойники могут быть опасными.",11458,3,Глюкоза,5,4,5
344,11283,Леонтия,1052-12-31 00:00:00,да,1053-02-09,5.0,6500,"В пещере появвилось огромное каменное чудовище. Нужно уничтожить его. Это может потребовать времени и усилий, так как огромное каменное чудовище очень опасен.",11283,3,Соня,3,4,4
345,11469,Эмилио,1053-01-01 00:00:00,да,1053-01-22,5.0,13500,"По дороге из деревни монстры нападают на людей. Нужно уничтожить их. Будьте осторожны, так как монстры могут быть опасными.",11469,3,Фредерик,3,4,4
346,11441,Анна,1053-01-07 00:00:00,да,1053-02-18,10.0,7000,В лесу недалеко от города видели монстров. Нужно победить их.,11441,0,Бендер,3,4,5
347,11391,Мария,1053-01-08 00:00:00,да,1053-02-09,8.0,27500,"Недалеко от города монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11391,2,Альфред,5,4,4
348,11181,Надя,1053-01-11 00:00:00,да,1053-01-20,3.0,29000,Недалеко от города у меня пропала драгоценность. Нужно вернуть её как можно скорее.,11181,1,Синеглазый,5,4,4
349,11254,Аделина,1053-01-15 00:00:00,да,1053-02-11,9.0,24500,Недалеко от города звери нападают на людей. Нужно прогнать их.,11254,0,Пастушок,3,4,4
350,11471,Роман,1053-01-15 00:00:00,да,1053-03-04,2.0,18000,"В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.",11471,3,Синеглазый,3,4,4
351,11198,Леонтия,1053-01-18 00:00:00,да,1053-01-23,3.0,28500,"В лесу недалеко от города заметили разбойников. Нужно прогнать их. Осмотрите все возможные укрытия, чтобы найти разбойников.",11198,4,Соня,4,4,4
352,11224,Татьяна,1053-01-20 00:00:00,да,1053-01-29,5.0,12500,Недалеко от города у меня пропал рюкзак. Нужно найти его как можно скорее.,11224,1,Фредерик,4,4,4
353,11464,Влад,1053-01-21 00:00:00,да,1053-03-19,4.0,6000,"В городе у меня потерялась сумка с документами. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.",11464,1,Мартин,4,4,4
354,11257,Эмилио,1053-01-25 00:00:00,да,1053-03-23,1.0,25500,В лесу по дороге от пещеры заметили монстров. Нужно победить их.,11257,0,Альфред,4,4,4
355,11102,Надя,1053-01-25 00:00:00,да,1053-01-31,1.0,22500,В пещере появвилось огромное каменное чудовище. Нужно убить его.,11102,0,Бендер,4,3,4
356,11412,Роман,1053-01-27 00:00:00,да,1053-03-13,4.0,9500,В пещере завёлся дракон. Нужно его уничтожить.,11412,0,Бендер,4,4,5
357,11207,Максимилиан,1053-01-27 00:00:00,да,1053-02-21,7.0,17500,"В лесу по дороге от пещеры встречаются звери. Нужно прогнать их. Будьте осторожны, так как звери могут быть опасными.",11207,3,Синеглазый,5,2,4
358,11150,Иван,1053-01-28 00:00:00,да,1053-03-14,3.0,11500,По дороге из деревни у меня потерялась сумка с документами. Нужно найти её как можно скорее.,11150,1,Фредерик,2,5,3
359,11152,Олег,1053-02-03 00:00:00,да,1053-03-20,1.0,7000,В пещере появвилось огромное каменное чудовище. Нужно убить его.,11152,0,Пастушок,4,5,3
360,11167,Егор,1053-02-09 00:00:00,да,1053-03-05,5.0,6000,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11167,0,Леопольд,4,5,4
361,11158,Иван,1053-02-09 00:00:00,да,1053-02-19,3.0,28000,Недалеко от города заметили монстров. Нужно уничтожить их.,11158,0,Соня,4,3,4
362,11073,Олег,1053-02-16 00:00:00,да,1053-04-04,2.0,17500,В пещере завёлся дракон. Нужно его уничтожить.,11073,0,Бенедикт,5,3,4
363,11169,Бабушка Синь,1053-02-20 00:00:00,да,1053-03-07,7.0,7500,В деревне монстры похитили путников. Нужно спасти их.,11169,2,Альфред,4,4,4
364,11117,Максимилиан,1053-02-20 00:00:00,да,1053-04-10,10.0,21500,Недалеко от города у меня была украдена сумка с документами. Нужно найти её как можно скорее.,11117,1,Бенедикт,3,3,4
365,11217,Эмилио,1053-02-26 00:00:00,да,1053-03-12,5.0,7500,"По дороге из деревни у меня была украдена драгоценность. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.",11217,1,Бенедикт,3,3,4
366,11200,Бабушка Синь,1053-02-26 00:00:00,да,1053-04-27,10.0,17000,В лесу между городом и деревней видели монстров. Нужно уничтожить их.,11200,0,Альфред,4,2,4
367,11156,Егор,1053-02-28 00:00:00,да,1053-03-08,5.0,16500,"В пещере завёлся дракон. Нужно его уничтожить. Это может потребовать времени и усилий, так как дракон очень опасен.",11156,3,Глюкоза,4,4,4
368,11046,Максимилиан,1053-03-02 00:00:00,да,1053-04-01,4.0,16000,В городе у меня потерялся рюкзак. Нужно вернуть его как можно скорее.,11046,1,Синеглазый,4,2,4
369,11017,Максимилиан,1053-03-03 00:00:00,да,1053-03-08,4.0,11500,В пещере завёлся дракон. Нужно его уничтожить.,11017,0,Бендер,3,4,4
370,11075,Леонтия,1053-03-06 00:00:00,да,1053-05-05,9.0,14500,В пещере завёлся дракон. Нужно его убить.,11075,0,Агата,3,4,5
371,11214,Татьяна,1053-03-07 00:00:00,да,1053-04-29,3.0,17000,"По дороге из деревни у меня пропала сумка с документами. Нужно найти её как можно скорее. Проверьте все места, где она могла быть оставлена.",11214,1,Бенедикт,4,5,4
372,11299,Леонтия,1053-03-08 00:00:00,да,1053-04-29,4.0,17000,Недалеко от города у меня потерялся рюкзак. Нужно вернуть его как можно скорее.,11299,1,Леопольд,4,3,3
373,11457,Олег,1053-03-09 00:00:00,да,1053-04-29,3.0,12500,"В городе у меня потерялся рюкзак. Нужно вернуть его как можно скорее. Проверьте все места, где он мог быть оставлен.",11457,1,Бенедикт,3,4,4
374,11267,Влад,1053-03-09 00:00:00,да,1053-03-29,1.0,25500,По дороге из деревни монстры нападают на людей. Нужно уничтожить их.,11267,0,Бенедикт,5,5,4
375,11111,Чарли,1053-03-12 00:00:00,да,1053-04-20,8.0,20000,В лесу между городом и деревней были замечены разбойники. Нужно убить их.,11111,0,Альфред,4,2,4
376,11018,Надя,1053-03-14 00:00:00,да,1053-05-13,9.0,19500,"По дороге из деревни монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11018,2,Фредерик,4,4,5
377,11421,Аделина,1053-03-15 00:00:00,да,1053-05-09,10.0,19500,В деревне у меня потерялась сумка с документами. Нужно найти её как можно скорее.,11421,1,Леопольд,5,4,3
378,11474,Эмилио,1053-03-21 00:00:00,да,1053-04-16,2.0,6000,"Недалеко от города монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11474,2,Соня,3,4,3
379,11365,Анна,1053-03-23 00:00:00,да,1053-05-08,8.0,9500,"В лесу по дороге от пещеры заметили зверей. Нужно прогнать их. Будьте осторожны, так как звери могут быть опасными.",11365,3,Синеглазый,3,3,5
380,11434,Эмилио,1053-03-24 00:00:00,да,1053-04-03,8.0,23000,"В городе у меня пропала сумка с документами. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.",11434,1,Агата,4,4,4
381,11233,Максимилиан,1053-03-27 00:00:00,да,1053-05-01,7.0,24000,По дороге из деревни у меня пропал рюкзак. Нужно найти его как можно скорее.,11233,1,Леопольд,4,4,5
382,11037,Татьяна,1053-04-01 00:00:00,да,1053-05-20,1.0,6500,"В пещере появвилось огромное каменное чудовище. Нужно уничтожить его. Это может потребовать времени и усилий, так как огромное каменное чудовище очень опасен.",11037,3,Фредерик,3,4,3
383,11288,Аделина,1053-04-03 00:00:00,да,1053-06-01,3.0,10000,"В городе монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11288,2,Глюкоза,5,4,4
384,11495,Чарли,1053-04-06 00:00:00,да,1053-05-11,4.0,23000,В лесу около деревни встречаются звери. Нужно убить их.,11495,0,Синеглазый,3,4,4
385,11028,Надя,1053-04-09 00:00:00,да,1053-05-15,1.0,27500,В деревне у меня была украдена сумка с документами. Нужно найти её как можно скорее.,11028,1,Фредерик,5,4,4
386,11041,Анна,1053-04-10 00:00:00,да,1053-04-18,7.0,15500,В лесу между городом и деревней монстры нападают на людей. Нужно уничтожить их.,11041,0,Альфред,5,4,3
387,11125,Аделина,1053-04-14 00:00:00,да,1053-04-28,8.0,26500,В городе у меня потерялась сумка с документами. Нужно найти её как можно скорее.,11125,1,Пастушок,4,3,5
388,11165,Чарли,1053-04-14 00:00:00,да,1053-06-10,9.0,12000,"Недалеко от города монстры похитили путников. Нужно освободить их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11165,2,Альфред,3,4,4
389,11404,Олег,1053-04-15 00:00:00,да,1053-05-28,3.0,29500,В лесу по дороге от пещеры монстры нападают на людей. Нужно победить их.,11404,0,Глюкоза,4,3,5
390,11290,Роман,1053-04-22 00:00:00,да,1053-06-18,1.0,29000,В городе у меня была украдена драгоценность. Нужно найти её как можно скорее.,11290,1,Мартин,3,4,3
391,11455,Роман,1053-04-23 00:00:00,да,1053-05-27,2.0,14500,В деревне у меня был украден рюкзак. Нужно найти его как можно скорее.,11455,1,Глюкоза,5,5,3
392,11121,Роман,1053-04-25 00:00:00,да,1053-06-16,7.0,26500,В лесу между городом и деревней монстры нападают на людей. Нужно уничтожить их.,11121,0,Синеглазый,4,4,4
393,11063,Мария,1053-04-28 00:00:00,да,1053-05-11,9.0,24500,В лесу около деревни заметили монстров. Нужно победить их.,11063,0,Юлия,3,4,5
394,11084,Анна,1053-04-30 00:00:00,да,1053-05-03,1.0,5500,В пещере завёлся дракон. Нужно его уничтожить.,11084,0,Альфред,3,4,4
395,11273,Надя,1053-05-02 00:00:00,да,1053-06-14,6.0,8000,По дороге из деревни у меня пропал рюкзак. Нужно найти его как можно скорее.,11273,1,Фредерик,3,5,4
396,11433,Леонтия,1053-05-03 00:00:00,да,1053-05-21,8.0,9500,В городе у меня пропал рюкзак. Нужно вернуть его как можно скорее.,11433,1,Бендер,4,2,4
397,11164,Олег,1053-05-04 00:00:00,да,1053-05-29,6.0,26500,Недалеко от города у меня был украден рюкзак. Нужно найти его как можно скорее.,11164,1,Соня,4,4,5
398,11240,Эмилио,1053-05-06 00:00:00,да,1053-06-23,7.0,15000,"В лесу между городом и деревней разбойники нападают на людей. Нужно убить их. Осмотрите все возможные укрытия, чтобы найти разбойников.",11240,4,Агата,4,3,2
399,11064,Влад,1053-05-06 00:00:00,да,1053-06-11,1.0,26500,В городе у меня пропала драгоценность. Нужно найти её как можно скорее.,11064,1,Леопольд,2,3,5
400,11385,Бьянка,1053-05-07 00:00:00,да,1053-07-03,4.0,28000,В деревне у меня был украден рюкзак. Нужно вернуть его как можно скорее.,11385,1,Леопольд,4,5,4
401,11352,Иван,1053-05-07 00:00:00,да,1053-06-01,8.0,5000,В деревне у меня был украден рюкзак. Нужно вернуть его как можно скорее.,11352,1,Пастушок,5,4,4
402,11330,Максимилиан,1053-05-08 00:00:00,да,1053-06-26,1.0,26000,По дороге из деревни у меня пропала драгоценность. Нужно вернуть её как можно скорее.,11330,1,Пастушок,4,5,2
403,11320,Максимилиан,1053-05-08 00:00:00,да,1053-06-17,6.0,29000,По дороге из деревни у меня была украдена драгоценность. Нужно вернуть её как можно скорее.,11320,1,Бенедикт,4,3,4
404,11308,Анна,1053-05-09 00:00:00,да,1053-05-27,6.0,29500,В деревне у меня пропал рюкзак. Нужно вернуть его как можно скорее.,11308,1,Синеглазый,4,5,4
405,11058,Бьянка,1053-05-11 00:00:00,да,1053-06-04,4.0,23000,В пещере завёлся дракон. Нужно его убить.,11058,0,Соня,4,5,4
406,11491,Роман,1053-05-13 00:00:00,да,1053-07-11,1.0,9000,"В пещере появвилось огромное каменное чудовище. Нужно уничтожить его. Это может потребовать времени и усилий, так как огромное каменное чудовище очень опасен.",11491,3,Синеглазый,4,4,3
407,11177,Влад,1053-05-16 00:00:00,да,1053-06-18,9.0,13500,"В городе у меня была украдена драгоценность. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.",11177,1,Альфред,4,3,4
408,11309,Эмилио,1053-05-16 00:00:00,да,1053-06-16,5.0,26000,В городе у меня потерялась сумка с документами. Нужно вернуть её как можно скорее.,11309,1,Бендер,5,4,3
409,11066,Бьянка,1053-05-19 00:00:00,да,1053-06-05,2.0,27000,"В пещере завёлся дракон. Нужно его убить. Это может потребовать времени и усилий, так как дракон очень опасен.",11066,3,Мартин,5,4,5
410,11019,Иван,1053-05-22 00:00:00,да,1053-06-08,10.0,7500,В городе у меня пропала сумка с документами. Нужно найти её как можно скорее.,11019,1,Соня,3,4,3
411,11013,Бабушка Синь,1053-05-23 00:00:00,да,1053-06-06,10.0,24500,В лесу около деревни разбойники нападают на людей. Нужно проучить их.,11013,0,Соня,3,3,4
412,11426,Леонтия,1053-05-24 00:00:00,да,1053-05-31,4.0,7500,"В городе у меня пропала драгоценность. Нужно вернуть её как можно скорее. Проверьте все места, где она могла быть оставлена.",11426,1,Синеглазый,4,4,4
413,11427,Татьяна,1053-06-02 00:00:00,да,1053-07-12,10.0,5000,В лесу между городом и деревней разбойники нападают на людей. Нужно прогнать их.,11427,0,Юлия,4,3,4
414,11258,Анна,1053-06-04 00:00:00,да,1053-08-02,9.0,18500,В лесу между городом и деревней заметили разбойников. Нужно убить их.,11258,0,Юлия,3,3,4
415,11140,Аделина,1053-06-09 00:00:00,да,1053-06-14,4.0,25500,В лесу по дороге от пещеры были замечены разбойники. Нужно убить их.,11140,0,Соня,4,3,5
416,11282,Леонтия,1053-06-10 00:00:00,да,1053-08-05,2.0,10500,В городе у меня потерялась сумка с документами. Нужно вернуть её как можно скорее.,11282,1,Бендер,4,5,2
417,11367,Анна,1053-06-11 00:00:00,да,1053-07-16,3.0,7000,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11367,0,Леопольд,4,4,4
418,11497,Леонтия,1053-06-13 00:00:00,да,1053-07-10,4.0,8000,В лесу по дороге от пещеры монстры нападают на людей. Нужно победить их.,11497,0,Пастушок,5,3,5
419,11375,Эмилио,1053-06-14 00:00:00,да,1053-07-02,8.0,8500,В пещере появвилось огромное каменное чудовище. Нужно убить его.,11375,0,Пастушок,4,4,3
420,11072,Анна,1053-06-15 00:00:00,да,1053-07-31,3.0,15000,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11072,0,Агата,4,4,4
421,11470,Иван,1053-06-16 00:00:00,да,1053-07-04,1.0,13000,По дороге из деревни у меня пропала драгоценность. Нужно найти её как можно скорее.,11470,1,Мартин,4,5,4
422,11420,Иван,1053-06-18 00:00:00,да,1053-08-14,5.0,7000,В лесу между городом и деревней разбойники нападают на людей. Нужно проучить их.,11420,0,Альфред,5,3,5
423,11008,Олег,1053-06-19 00:00:00,да,1053-06-24,3.0,12000,Недалеко от города у меня потерялась драгоценность. Нужно найти её как можно скорее.,11008,1,Фредерик,3,4,3
424,11329,Бьянка,1053-06-19 00:00:00,да,1053-08-04,1.0,22500,Недалеко от города у меня был украден рюкзак. Нужно найти его как можно скорее.,11329,1,Бенедикт,5,3,4
425,11271,Егор,1053-06-25 00:00:00,да,1053-08-09,8.0,12500,Недалеко от города видели монстров. Нужно победить их.,11271,0,Фредерик,4,4,4
426,11302,Надя,1053-06-27 00:00:00,да,1053-08-13,7.0,5000,В лесу между городом и деревней заметили разбойников. Нужно прогнать их.,11302,0,Агата,4,4,4
427,11300,Влад,1053-06-28 00:00:00,да,1053-08-13,1.0,11000,В лесу между городом и деревней видели монстров. Нужно победить их.,11300,0,Глюкоза,4,4,4
428,11120,Леонтия,1053-06-30 00:00:00,да,1053-07-08,1.0,26000,В лесу между городом и деревней были замечены разбойники. Нужно прогнать их.,11120,0,Юлия,4,3,4
429,11321,Егор,1053-07-01 00:00:00,да,1053-07-05,1.0,28000,"В деревне монстры похитили путников. Нужно спасти их. Осмотрите все возможные укрытия, чтобы найти похищенных.",11321,2,Бенедикт,3,4,4
430,11489,Анна,1053-07-03 00:00:00,да,1053-08-18,7.0,15000,По дороге из деревни монстры похитили путников. Нужно спасти их.,11489,2,Глюкоза,4,4,5
431,11070,Эмилио,1053-07-04 00:00:00,да,1053-08-12,3.0,8000,В деревне монстры похитили путников. Нужно спасти их.,11070,2,Пастушок,4,3,5
432,11114,Олег,1053-07-05 00:00:00,да,1053-07-13,7.0,28000,В городе у меня был украден рюкзак. Нужно вернуть его как можно скорее.,11114,1,Альфред,3,3,5
433,11376,Надя,1053-07-07 00:00:00,да,1053-08-28,3.0,12500,По дороге из деревни монстры похитили путников. Нужно спасти их.,11376,2,Бендер,4,5,4
434,11499,Олег,1053-07-08 00:00:00,да,1053-07-15,4.0,16500,В лесу недалеко от города были замечены разбойники. Нужно проучить их.,11499,0,Глюкоза,4,3,4
435,11245,Чарли,1053-07-08 00:00:00,да,1053-08-05,2.0,5500,В городе у меня потерялся рюкзак. Нужно найти его как можно скорее.,11245,1,Синеглазый,4,3,4
436,11249,Леонтия,1053-07-10 00:00:00,да,1053-08-25,1.0,14000,В деревне монстры похитили путников. Нужно спасти их.,11249,2,Глюкоза,4,5,4
437,11256,Иван,1053-07-13 00:00:00,да,1053-08-30,10.0,21500,В пещере появвилось огромное каменное чудовище. Нужно уничтожить его.,11256,0,Бенедикт,4,2,4
438,11483,Чарли,1053-07-15 00:00:00,да,1053-08-09,5.0,24500,"В пещере завёлся дракон. Нужно его убить. Это может потребовать времени и усилий, так как дракон очень опасен.",11483,3,Пастушок,3,5,4
439,11127,Бабушка Синь,1053-07-16 00:00:00,да,1053-07-27,4.0,12000,В лесу недалеко от города заметили разбойников. Нужно убить их.,11127,0,Фредерик,4,5,3
440,11268,Роман,1053-07-17 00:00:00,да,1053-08-17,6.0,6000,В лесу недалеко от города разбойники нападают на людей. Нужно проучить их.,11268,0,Пастушок,4,5,5
441,11418,Эмилио,1053-07-21 00:00:00,да,1053-08-28,6.0,25000,В лесу между городом и деревней монстры нападают на людей. Нужно уничтожить их.,11418,0,Альфред,3,5,4
442,11205,Татьяна,1053-07-22 00:00:00,да,1053-08-13,10.0,25000,В лесу около деревни встречаются звери. Нужно убить их.,11205,0,Синеглазый,4,4,3
443,11416,Иван,1053-07-25 00:00:00,да,1053-08-25,7.0,19000,В лесу около деревни заметили зверей. Нужно прогнать их.,11416,0,Бенедикт,4,4,2
444,11393,Максимилиан,1053-08-07 00:00:00,да,1053-09-12,3.0,12000,По дороге из деревни монстры похитили путников. Нужно освободить их.,11393,2,Леопольд,4,5,3
